Maker,Adv_year,Adv_month,Color,Bodytype,Runned_Miles,Engin_size,Gearbox,Fuel_type,Price,Seat_num,Door_num,issue,breakdown_date,repair_complexity,repair_cost,repair_hours,Label
Audi,2018,8,blue,Convertible,85000,2.0L,Manual,Diesel,6000.0,4.0,2.0,Tyre Alignment,2018-08-10,1,10.6,0.5,0
Volvo,2021,5,blue,Saloon,22506,2.0L,Automatic,Diesel,22996.0,5.0,4.0,Alternator Failing,2021-05-04,3,579.92,6.0,0
Kia,2018,4,gelb,Hatchback,26000,1.6L,Manual,Diesel,5990.0,5.0,5.0,Starter Motor Issue,2018-04-26,1,119.9,3.0,1
Ssangyong,2018,7,red,SUV,4602,1.6L,Manual,Diesel,12999.0,5.0,5.0,Sensor Malfunction,2018-07-22,2,769.95,6.0,0
Volvo,2018,7,orange,Coupe,110000,1.6L,Manual,Petrol,3999.0,4.0,2.0,Windscreen Crack,2018-07-08,3,62.3994,3.0,0
Volkswagen,2018,8,red,Hatchback,67500,1.2L,Manual,Petrol,2750.0,5.0,3.0,Gear Box Issue,2018-08-18,1,67.5,2.0,0
Suzuki,2018,2,silver,Hatchback,1582,1.0L,Manual,Petrol,11700.0,5.0,5.0,Brake Pads Worn,2018-02-23,1,45.85,2.0,0
Audi,2018,5,grey,Saloon,147479,2.0L,Automatic,Petrol,795.0,5.0,4.0,Brake Pads Worn,2018-05-22,1,40.3975,2.0,0
Ford,2018,7,black,MPV,42060,1.4L,Manual,Petrol,5795.0,5.0,5.0,Radiator Leaking,2018-07-12,1,155.9,2.0,0
SKODA,2018,3,white,SUV,5727,1.2L,Automatic,Petrol,16995.0,5.0,5.0,Electrical Issue,2018-03-09,1,76.995,3.0,0
Porsche,2018,3,white,SUV,66000,3.0L,Automatic,Diesel,22945.0,5.0,5.0,Warning Light,2018-03-07,3,769.45,27.0,0
Ford,2018,4,blue,MPV,69686,1.6L,Manual,Petrol,3499.0,5.0,5.0,Gear Box Issue,2018-04-09,1,74.99,2.0,0
Ford,2018,5,green,Coupe,127000,2.5L,Manual,Petrol,1699.0,12.0,3.0,Warning Light,2018-05-27,1,196.99,9.0,1
BMW,2021,5,black,Hatchback,14052,2.0L,Automatic,Diesel,20950.0,5.0,3.0,Sensor Malfunction,2021-05-02,1,1107.5,3.0,0
SEAT,2018,4,grey,Hatchback,77000,1.8L,Manual,Petrol,945.0,5.0,5.0,Tyre Alignment,2018-04-04,2,20.0945,1.0,0
Kia,2018,7,gelb,Hatchback,54000,1.6L,Manual,Diesel,4890.0,5.0,5.0,Alternator Failing,2018-07-25,1,137.8,2.0,1
Mazda,2018,5,blue,MPV,126896,2.0L,Manual,Diesel,1699.0,7.0,5.0,Alternator Failing,2018-05-12,1,73.98,2.0,0
Kia,2018,4,silver,SUV,24607,1.7L,Manual,Diesel,15425.0,5.0,5.0,Tyre Alignment,2018-04-09,1,11.5425,0.5,0
Volkswagen,2018,8,black,Hatchback,28500,1.0L,Manual,Petrol,5450.0,4.0,5.0,Radiator Leaking,2018-08-26,1,149.0,2.0,0
Mercedes-Benz,2018,2,white,Coupe,34986,2.0L,Automatic,Petrol,27780.0,5.0,4.0,Steering Wheel Shaking,2018-02-02,1,160.479507024424,1.0,1
Audi,2021,5,grey,SUV,21408,3.0L,Automatic,Diesel,49999.0,7.0,5.0,Electrical Issue,2021-05-06,1,109.998,0.5,0
Peugeot,2018,7,grey,SUV,9656,1.6L,Manual,Diesel,11498.0,5.0,5.0,Alternator Failing,2018-07-17,1,832.408374867375,2.0,1
BMW,2018,5,grey,SUV,44464,4.8L,Automatic,Petrol,13555.0,5.0,5.0,Electrical Issue,2018-05-24,1,73.555,3.0,0
Lexus,2018,5,white,SUV,75000,3.5L,Automatic,Hybrid  Petrol/Electric,17945.0,5.0,5.0,Excessive Emissions,2018-05-24,1,36.1505,1.0,0
Volkswagen,2018,6,grey,Coupe,16161,2.0L,Manual,Diesel,15845.0,4.0,3.0,Windscreen Crack,2018-06-14,1,29.507,1.0,0
Vauxhall,2018,4,silver,Convertible,69500,1.8L,Manual,Petrol,1350.0,4.0,2.0,Flat Tyres,2018-04-14,1,105.893636651686,1.0,1
BMW,2018,7,black,Saloon,101000,2.0L,Manual,Diesel,3295.0,5.0,4.0,Warning Light,2018-07-09,1,212.95,9.0,0
Audi,2021,4,grey,Estate,21023,2.0L,Automatic,Petrol,26700.0,5.0,5.0,Steering Wheel Shaking,2021-04-04,1,262.209813442508,1.0,1
BMW,2020,12,black,Hatchback,15000,2.0L,Automatic,Petrol,23987.0,5.0,5.0,Engine Issue,2020-12-27,1,3918.05,16.0,0
Ford,2018,5,gelb,Hatchback,52600,1.3L,Manual,Petrol,1195.0,5.0,3.0,Tyre Alignment,2018-05-15,1,10.1195,0.5,1
Ssangyong,2018,8,blue,SUV,10,1.6L,Automatic,Diesel,20950.0,5.0,5.0,Gear Box Issue,2018-08-26,2,289.5,4.0,0
Infiniti,2018,3,silver,Hatchback,12286,2.2L,Automatic,Diesel,16495.0,5.0,5.0,Flat Tyres,2018-03-05,2,44.9485,2.0,0
Honda,2018,4,black,SUV,73000,2.2L,Manual,Diesel,7990.0,5.0,5.0,Starter Motor Issue,2018-04-20,1,139.9,3.0,0
BMW,2021,5,white,SUV,9644,3.0L,Automatic,Petrol,40950.0,5.0,5.0,Alternator Failing,2021-05-04,1,2625.99329058143,2667.47839795761,1
Ford,2018,7,white,Hatchback,3200,1.1L,Manual,Petrol,7990.0,5.0,3.0,Gear Box Issue,2018-07-19,1,119.9,2.0,0
Kia,2018,4,yellow,Hatchback,12645,1.0L,Manual,Petrol,11990.0,5.0,3.0,Alternator Failing,2018-04-13,1,279.8,2.0,0
Audi,2018,6,grey,Coupe,77336,2.0L,Manual,Petrol,7350.0,4.0,2.0,Steering Wheel Shaking,2018-06-16,1,27.35,1.0,0
Honda,2018,4,blue,Hatchback,57163,1.6L,Manual,Diesel,8290.0,5.0,5.0,Starter Motor Issue,2018-04-26,1,142.9,3.0,0
MINI,2018,8,silver,Convertible,82000,1.6L,Manual,Petrol,2195.0,4.0,2.0,Brake Pads Worn,2018-08-16,2,81.0975,4.0,0
Toyota,2018,7,grey,MPV,86000,2.2L,Manual,Diesel,3495.0,7.0,5.0,Alternator Failing,2018-07-15,1,109.9,2.0,0
Ford,2021,4,white,Pickup,15000,3.2L,Automatic,Diesel,34990.0,5.0,4.0,Steering Wheel Shaking,2021-04-26,1,54.99,1.0,0
Audi,2018,4,white,Coupe,85000,2.0L,Manual,Petrol,8450.0,4.0,2.0,Electrical Issue,2018-04-25,1,26.9,0.5,0
Nissan,2018,5,gelb,SUV,46857,1.5L,Manual,Diesel,8650.0,5.0,5.0,Engine Issue,2018-05-27,1,632.5,10.0,1
Vauxhall,2018,8,silver,Hatchback,90000,1.4L,Manual,Petrol,1895.0,5.0,5.0,Windscreen Crack,2018-08-26,1,21.137,1.0,0
Citroen,2018,8,white,MPV,46198,1.6L,Manual,Diesel,9510.0,5.0,5.0,Steering Wheel Shaking,2018-08-27,2,49.51,2.0,0
Citroen,2021,4,black,MPV,17434,1.5L,Manual,Diesel,19772.0,5.0,5.0,Sensor Malfunction,2021-04-06,2,3518.01603483659,4321.39235674932,1
Audi,2018,5,blue,SUV,4000,2.0L,Automatic,Diesel,33000.0,5.0,5.0,Gear Box Issue,2018-05-20,1,370.0,2.0,0
Porsche,2018,3,gelb,Hatchback,2972,3.0L,Automatic,Petrol,84900.0,4.0,5.0,Gear Box Issue,2018-03-27,3,969.0,6.0,1
Lexus,2018,6,red,Saloon,77700,2.5L,Automatic,Petrol,4775.0,5.0,4.0,Tyre Alignment,2018-06-26,1,10.4775,0.5,0
Toyota,2018,5,red,Pickup,11750,2.5L,Manual,Diesel,14495.0,5.0,2.0,Excessive Emissions,2018-05-05,1,33.0455,1.0,0
BMW,2017,10,grey,Coupe,25301,1.5L,Automatic,Hybrid  Petrol/Electric Plug-in,56998.0,4.0,2.0,Sensor Malfunction,2017-10-12,1,14831.5927925219,3.0,1
Fiat,2018,8,gelb,Hatchback,17769,1.2L,Manual,Petrol,7885.0,4.0,3.0,Brake Pads Worn,2018-08-01,1,43.9425,2.0,1
SKODA,2018,5,blue,Hatchback,13096,1.0L,Manual,Petrol,7295.0,5.0,5.0,Steering Wheel Shaking,2018-05-01,1,27.295,1.0,0
Porsche,2018,2,black,Estate,2318,4.0L,Automatic,Petrol,122995.0,4.0,5.0,Gear Box Issue,2018-02-17,3,1349.95,6.0,0
BMW,2018,4,grey,SUV,83199,3.0L,Automatic,Diesel,10695.0,5.0,5.0,Flat Tyres,2018-04-27,1,23.2085,1.0,0
Toyota,2018,4,silver,Hatchback,5451,1.0L,Manual,Petrol,8391.0,4.0,5.0,Electrical Issue,2018-04-27,1,65.173,2.0,0
Jaguar,2018,8,blue,Saloon,40000,5.0L,Automatic,Petrol,17500.0,5.0,4.0,Sensor Malfunction,2018-08-03,3,1055.0,9.0,0
Porsche,2018,8,grey,Convertible,90800,3.2L,Manual,Petrol,7500.0,2.0,2.0,Electrical Issue,2018-08-02,3,127.5,6.0,0
Peugeot,2018,6,grey,SUV,22026,1.2L,Manual,Petrol,8599.0,5.0,5.0,Radiator Leaking,2018-06-09,1,211.98,2.0,0
Peugeot,2017,11,silver,Hatchback,15256,1.2L,Manual,Petrol,10998.0,5.0,5.0,Transmission Issue,2017-11-01,1,112.994,4.0,0
BMW,2018,7,grey,Hatchback,26198,2.0L,Automatic,Petrol,17990.0,5.0,5.0,Flat Tyres,2018-07-26,1,25.397,1.0,0
Audi,2018,8,silver,Convertible,73200,2.0L,Automatic,Diesel,5399.0,4.0,2.0,Alternator Failing,2018-08-14,1,147.98,2.0,0
Volvo,2018,5,black,Estate,8525,2.0L,Automatic,Diesel,19498.0,5.0,5.0,Brake Pads Worn,2018-05-09,3,551.301108783317,6.0,1
Kia,2017,12,silver,MPV,4668,1.7L,Manual,Diesel,15498.0,7.0,5.0,Windscreen Crack,2017-12-27,1,29.2988,1.0,0
Volkswagen,2018,8,black,MPV,10,1.5L,Automatic,Petrol,19992.0,5.0,5.0,Transmission Issue,2018-08-16,1,199.944,3.0,0
SKODA,2018,7,silver,SUV,8162,1.4L,Automatic,Petrol,26000.0,7.0,5.0,Transmission Issue,2018-07-16,1,1229.40915684354,8.0,1
Audi,2018,7,blue,SUV,83000,2.0L,Manual,Diesel,11800.0,5.0,5.0,Excessive Emissions,2018-07-20,1,30.62,1.0,0
Mitsubishi,2018,8,black,Window Van,88557,3.2L,Automatic,Diesel,3000.0,5.0,3.0,Steering Wheel Shaking,2018-08-01,1,132.428689728801,1.0,1
Land Rover,2018,4,black,SUV,160000,2.7L,Manual,Diesel,4995.0,7.0,5.0,Starter Motor Issue,2018-04-16,3,229.95,9.0,0
Suzuki,2018,4,black,Hatchback,27,1.0L,Manual,Petrol,11895.0,5.0,5.0,Alternator Failing,2018-04-05,1,1042.74716148929,2.0,1
Audi,2017,9,blue,SUV,49400,3.0L,Automatic,Diesel,30994.0,5.0,5.0,Warning Light,2017-09-28,1,489.94,9.0,0
Suzuki,2018,7,white,SUV,110316,1.9L,Manual,Diesel,4980.0,5.0,5.0,Radiator Leaking,2018-07-28,1,139.6,2.0,0
Ford,2018,1,silver,SUV,2019,1.5L,Manual,Diesel,13500.0,5.0,5.0,Warning Light,2018-01-04,1,315.0,9.0,0
Vauxhall,2018,3,silver,MPV,82000,1.9L,Manual,Diesel,3990.0,7.0,5.0,Alternator Failing,2018-03-17,1,119.8,2.0,0
Mazda,2018,3,gelb,Hatchback,44879,2.2L,Manual,Diesel,9990.0,5.0,5.0,Warning Light,2018-03-22,1,279.9,9.0,1
Ford,2018,8,silver,Convertible,74000,1.6L,Manual,Petrol,600.0,2.0,2.0,Flat Tyres,2018-08-21,1,20.18,1.0,0
Volkswagen,2018,8,blue,MPV,77000,2.0L,Automatic,Diesel,10495.0,7.0,5.0,Starter Motor Issue,2018-08-13,1,164.95,3.0,0
Fiat,2021,5,black,Hatchback,19859,1.2L,Manual,Petrol,8496.0,4.0,3.0,Warning Light,2021-05-17,1,264.96,9.0,0
Alfa Romeo,2018,7,red,Hatchback,33000,1.4L,Manual,Petrol,4750.0,4.0,3.0,Engine Issue,2018-07-20,3,1672.5,48.0,0
Vauxhall,2018,6,green,Hatchback,21922,1.6L,Manual,Diesel,10495.0,5.0,5.0,Starter Motor Issue,2018-06-24,1,164.95,3.0,0
Volvo,2018,7,grey,Saloon,85100,1.6L,Manual,Diesel,4999.0,5.0,4.0,Tyre Alignment,2018-07-28,3,30.4999,1.5,0
Fiat,2018,7,red,Hatchback,14000,1.2L,Manual,Petrol,6395.0,4.0,3.0,Sensor Malfunction,2018-07-23,1,379.75,3.0,0
Volkswagen,2018,5,black,Coupe,26646,1.4L,Manual,Petrol,12490.0,4.0,3.0,Excessive Emissions,2018-05-14,1,31.241,1.0,0
Peugeot,2018,4,silver,Hatchback,63000,1.0L,Manual,Petrol,2295.0,4.0,3.0,Flat Tyres,2018-04-21,1,20.6885,1.0,0
Vauxhall,2018,7,red,Hatchback,55000,2.0L,Manual,Diesel,6790.0,5.0,5.0,Excessive Emissions,2018-07-24,1,26.111,1.0,0
Tesla,2018,6,green,Saloon,66547,999.0L,Automatic,Electric,29999.0,5.0,4.0,Flat Tyres,2018-06-17,4,88.9997,4.0,1
Ford,2018,4,gelb,SUV,37819,2.0L,Automatic,Diesel,12299.0,5.0,5.0,Electrical Issue,2018-04-20,1,280.555696189793,239.950963080314,1
Mercedes-Benz,2021,2,red,SUV,5000,1.6L,Automatic,Petrol,22990.0,5.0,5.0,Flat Tyres,2021-02-07,1,26.897,1.0,0
Citroen,2018,5,silver,Combi Van,119000,1.6L,Manual,Diesel,4800.0,5.0,6.0,Steering Wheel Shaking,2018-05-28,2,44.8,2.0,0
Peugeot,2018,8,black,Hatchback,100000,1.0L,Manual,Petrol,1350.0,4.0,3.0,Alternator Failing,2018-08-23,1,67.0,2.0,0
Volkswagen,2018,8,silver,Saloon,96000,1.4L,Manual,Petrol,950.0,5.0,4.0,Sensor Malfunction,2018-08-16,1,107.5,3.0,0
Audi,2018,5,black,Hatchback,139000,2.0L,Manual,Diesel,2295.0,5.0,5.0,Radiator Leaking,2018-05-22,1,352.873900155749,308.924049482925,1
Mazda,2018,5,gelb,Hatchback,40000,1.4L,Manual,Petrol,1995.0,5.0,5.0,Steering Wheel Shaking,2018-05-10,1,21.995,1.0,1
Dacia,2018,5,white,Hatchback,15000,1.5L,Manual,Diesel,7000.0,5.0,5.0,Tyre Alignment,2018-05-16,1,10.7,0.5,0
Vauxhall,2018,7,grey,MPV,21688,1.4L,Automatic,Petrol,8796.0,5.0,5.0,Alternator Failing,2018-07-15,1,215.92,2.0,0
Nissan,2018,8,blue,Hatchback,13741,1.2L,Manual,Petrol,9495.0,5.0,5.0,Windscreen Crack,2018-08-03,1,25.697,1.0,0
BMW,2018,4,silver,SUV,151,2.0L,Automatic,Diesel,44990.0,7.0,5.0,Starter Motor Issue,2018-04-10,1,509.9,3.0,0
Ford,2018,8,black,Hatchback,38000,1.25L,Manual,Petrol,2990.0,5.0,3.0,Starter Motor Issue,2018-08-13,1,89.9,3.0,0
Alfa Romeo,2018,8,silver,Saloon,45000,1.9L,Automatic,Diesel,6450.0,5.0,4.0,Starter Motor Issue,2018-08-12,3,244.5,9.0,0
Peugeot,2018,4,white,Hatchback,37393,1.0L,Manual,Petrol,4995.0,4.0,5.0,Starter Motor Issue,2018-04-04,1,109.95,3.0,0
Citroen,2018,7,blue,MPV,60400,2.0L,Automatic,Diesel,2795.0,7.0,5.0,Starter Motor Issue,2018-07-27,2,147.95,6.0,0
BMW,2017,2,black,Convertible,112000,2.0L,Manual,Petrol,4495.0,2.0,2.0,Windscreen Crack,2017-02-28,1,22.697,1.0,0
Ford,2018,5,silver,MPV,16064,1.5L,Manual,Diesel,11490.0,5.0,5.0,Brake Pads Worn,2018-05-15,1,45.745,2.0,0
Mercedes-Benz,2018,4,grey,Estate,32635,6.3L,Automatic,Petrol,27795.0,5.0,5.0,Alternator Failing,2018-04-06,1,595.9,2.0,0
Volvo,2018,7,blue,SUV,32954,2.0L,Automatic,Diesel,20000.0,5.0,5.0,Gear Box Issue,2018-07-04,3,320.0,6.0,0
Mitsubishi,2018,8,white,Pickup,79000,2.5L,Manual,Diesel,9600.0,10.0,4.0,Radiator Leaking,2018-08-08,1,939.881845550324,783.982961248777,1
Vauxhall,2018,3,gelb,Hatchback,36047,1.4L,Manual,Petrol,7496.0,5.0,3.0,Radiator Leaking,2018-03-02,1,189.92,2.0,1
Chrysler,2018,8,blue,MPV,152000,2.8L,Automatic,Diesel,1494.0,7.0,5.0,Electrical Issue,2018-08-25,3,124.482,6.0,0
Mercedes-Benz,2018,5,silver,Hatchback,112000,2.0L,Automatic,Diesel,2500.0,5.0,5.0,Brake Pads Worn,2018-05-27,1,41.25,2.0,0
Mercedes-Benz,2021,4,white,MPV,0,999.0L,Automatic,Diesel,70050.0,17.0,4.0,Engine Issue,2021-04-06,1,3702.5,10.0,1
Toyota,2018,5,grey,Estate,90000,2.0L,Manual,Diesel,6995.0,5.0,5.0,Flat Tyres,2018-05-19,1,22.0985,1.0,0
Nissan,2018,4,gelb,SUV,88000,1.5L,Manual,Diesel,6295.0,5.0,5.0,Sensor Malfunction,2018-04-22,1,374.75,3.0,1
Fiat,2018,5,red,Hatchback,84892,1.9L,Manual,Diesel,2690.0,5.0,5.0,Steering Wheel Shaking,2018-05-05,1,22.69,1.0,0
Volkswagen,2018,5,blue,MPV,119000,1.9L,Automatic,Diesel,2150.0,7.0,5.0,Flat Tyres,2018-05-15,1,20.645,1.0,0
Vauxhall,2018,8,silver,Hatchback,109915,1.7L,Manual,Diesel,1499.0,5.0,5.0,Excessive Emissions,2018-08-16,1,127.501384087582,70.7202236903508,1
SKODA,2018,7,silver,Estate,97775,2.0L,Automatic,Diesel,6991.0,5.0,5.0,Transmission Issue,2018-07-07,1,100.973,4.0,0
Vauxhall,2018,4,white,Hatchback,15024,1.4L,Manual,Petrol,6496.0,4.0,3.0,Gear Box Issue,2018-04-16,1,104.96,2.0,0
Ford,2018,4,gelb,Hatchback,70000,1.3L,Manual,Petrol,895.0,5.0,3.0,Engine Issue,2018-04-12,1,339.0,8.0,1
Nissan,2018,4,white,Hatchback,42000,999.0L,Automatic,Electric,6989.0,5.0,5.0,Electrical Issue,2018-04-18,1,60.967,2.0,1
Toyota,2018,3,silver,Hatchback,12146,1.5L,Automatic,Hybrid  Petrol/Electric,11795.0,5.0,5.0,Warning Light,2018-03-05,1,297.95,9.0,0
BMW,2018,8,white,Convertible,101,2.0L,Automatic,Petrol,27280.0,4.0,2.0,Steering Wheel Shaking,2018-08-18,1,47.28,1.0,0
Mitsubishi,2018,5,white,SUV,200,1.5L,Automatic,Petrol,29155.0,5.0,5.0,Radiator Leaking,2018-05-22,1,623.1,2.0,0
Audi,2018,4,blue,Saloon,38000,3.0L,Automatic,Petrol,23900.0,5.0,4.0,Alternator Failing,2018-04-05,1,518.0,2.0,0
Nissan,2018,6,grey,Hatchback,42000,1.2L,Manual,Petrol,5250.0,5.0,5.0,Transmission Issue,2018-06-24,1,433.339969599208,355.635622348314,1
Audi,2018,5,black,Convertible,137000,2.0L,Manual,Diesel,2700.0,4.0,2.0,Tyre Alignment,2018-05-05,1,10.27,0.5,0
Nissan,2018,4,black,Pickup,13707,2.3L,Manual,Diesel,19800.0,4.0,4.0,Starter Motor Issue,2018-04-05,1,1280.73798000808,780.334612085063,1
Lexus,2018,4,black,Saloon,4616,2.5L,Automatic,Hybrid  Petrol/Electric,27950.0,5.0,4.0,Warning Light,2018-04-22,1,459.5,9.0,0
BMW,2018,5,orange,Hatchback,53242,2.0L,Manual,Diesel,11499.0,5.0,5.0,Windscreen Crack,2018-05-05,1,26.8994,1.0,0
BMW,2018,7,white,Coupe,46891,3.0L,Automatic,Diesel,24989.0,5.0,4.0,Starter Motor Issue,2018-07-11,1,309.89,3.0,0
Mercedes-Benz,2018,5,silver,Saloon,55000,1.8L,Automatic,Petrol,6000.0,5.0,4.0,Flat Tyres,2018-05-23,1,21.8,1.0,0
Volkswagen,2018,3,blue,Hatchback,63678,1.4L,Manual,Diesel,3375.0,5.0,3.0,Tyre Alignment,2018-03-28,1,10.3375,0.5,0
Fiat,2018,7,pink,Hatchback,4234,1.2L,Manual,Petrol,8995.0,4.0,3.0,Electrical Issue,2018-07-11,1,68.995,3.0,0
Audi,2018,3,gelb,SUV,6615,1.4L,Automatic,Petrol,29000.0,5.0,5.0,Warning Light,2018-03-12,1,470.0,9.0,1
Audi,2018,8,silver,Hatchback,45000,2.5L,Automatic,Petrol,25000.0,5.0,5.0,Transmission Issue,2018-08-03,1,235.0,3.0,0
Porsche,2018,4,grey,Coupe,2000,2.5L,Automatic,Petrol,69000.0,2.0,2.0,Excessive Emissions,2018-04-18,3,122.1,3.0,0
Mazda,2018,5,gelb,SUV,23,2.2L,Manual,Diesel,25298.0,5.0,5.0,Warning Light,2018-05-17,1,2157.94888780416,9.0,1
Vauxhall,2021,3,blue,Hatchback,27667,1.4L,Manual,Petrol,10500.0,5.0,5.0,Warning Light,2021-03-28,1,285.0,9.0,0
Renault,2018,4,grey,Hatchback,35245,1.2L,Manual,Petrol,6498.0,5.0,5.0,Radiator Leaking,2018-04-01,1,169.96,2.0,0
Nissan,2018,4,silver,SUV,125000,2.0L,Automatic,Diesel,5490.0,7.0,5.0,Excessive Emissions,2018-04-18,1,24.941,1.0,0
Porsche,2017,8,gelb,Convertible,101000,3.6L,Automatic,Petrol,21995.0,4.0,2.0,Transmission Issue,2017-08-06,3,333.965,9.0,1
SKODA,2021,6,black,SUV,17554,1.5L,Automatic,Petrol,21499.0,5.0,5.0,Windscreen Crack,2021-06-18,1,32.8994,1.0,0
Audi,2018,1,gelb,SUV,3636,2.0L,Automatic,Diesel,27500.0,5.0,5.0,Starter Motor Issue,2018-01-15,1,335.0,3.0,1
Nissan,2018,2,red,Hatchback,53289,1.2L,Manual,Petrol,5290.0,5.0,5.0,Excessive Emissions,2018-02-13,1,24.761,1.0,0
Porsche,2018,8,grey,SUV,10000,3.0L,Automatic,Diesel,46995.0,5.0,5.0,Steering Wheel Shaking,2018-08-17,3,106.995,3.0,0
Land Rover,2018,7,silver,SUV,92000,2.0L,Manual,Diesel,2695.0,5.0,3.0,Steering Wheel Shaking,2018-07-26,3,62.695,3.0,0
Toyota,2018,5,red,Coupe,29766,2.0L,Manual,Petrol,14495.0,4.0,2.0,Sensor Malfunction,2018-05-02,1,3799.43115684072,2360.18857611417,1
Vauxhall,2018,5,green,Hatchback,59960,1.0L,Manual,Petrol,3500.0,5.0,3.0,Electrical Issue,2018-05-16,1,58.6104335371997,0.5,1
Vauxhall,2018,8,grey,SUV,58917,2.2L,Manual,Diesel,7488.0,5.0,5.0,Steering Wheel Shaking,2018-08-04,1,27.488,1.0,0
Land Rover,2017,10,beige,SUV,13175,2.0L,Automatic,Diesel,34972.0,5.0,5.0,Electrical Issue,2017-10-25,3,234.86,3.0,0
Isuzu,2018,3,gelb,Pickup,3000,2.5L,Automatic,Diesel,35999.0,5.0,4.0,Radiator Leaking,2018-03-01,2,3808.86129020998,4.0,1
Mazda,2018,7,red,Saloon,26847,2.0L,Automatic,Petrol,10599.0,5.0,4.0,Warning Light,2018-07-22,1,285.99,9.0,0
Citroen,2018,7,black,Hatchback,67374,1.6L,Manual,Diesel,5190.0,5.0,5.0,Sensor Malfunction,2018-07-28,2,379.5,6.0,0
Toyota,2018,6,blue,Hatchback,21000,1.0L,Manual,Petrol,3995.0,4.0,3.0,Brake Pads Worn,2018-06-19,1,41.9975,2.0,0
Peugeot,2018,3,gelb,Hatchback,10000,1.2L,Manual,Petrol,8995.0,5.0,5.0,Warning Light,2018-03-20,1,269.95,9.0,1
Jaguar,2021,4,grey,Coupe,4210,3.0L,Automatic,Petrol,49790.0,2.0,2.0,Engine Issue,2021-04-04,3,8428.5,48.0,0
Audi,2018,4,gelb,Convertible,76049,1.6L,Manual,Diesel,5985.0,4.0,2.0,Excessive Emissions,2018-04-04,1,25.3865,1.0,1
Toyota,2018,8,white,Hatchback,35577,1.0L,Manual,Petrol,4222.0,4.0,3.0,Radiator Leaking,2018-08-17,1,124.44,2.0,0
Toyota,2018,8,black,Hatchback,183000,1.5L,Automatic,Hybrid  Petrol/Electric,2495.0,5.0,5.0,Radiator Leaking,2018-08-15,1,89.9,2.0,0
Suzuki,2018,3,gelb,SUV,8648,1.6L,Manual,Petrol,11998.0,5.0,5.0,Engine Issue,2018-03-25,1,799.9,10.0,1
Audi,2018,5,green,Saloon,148000,4.0L,Automatic,Diesel,3595.0,5.0,4.0,Sensor Malfunction,2018-05-17,1,239.75,3.0,0
Infiniti,2018,4,grey,Hatchback,12305,1.5L,Manual,Diesel,14995.0,5.0,5.0,Steering Wheel Shaking,2018-04-01,2,54.995,2.0,0
SEAT,2018,7,red,Hatchback,69500,1.4L,Manual,Diesel,3450.0,5.0,5.0,Alternator Failing,2018-07-15,2,149.0,4.0,0
Porsche,2018,4,black,Convertible,50000,3.2L,Manual,Petrol,5995.0,2.0,2.0,Brake Pads Worn,2018-04-06,3,122.9975,6.0,0
Ford,2018,4,grey,MPV,139000,1.6L,Manual,Diesel,1999.0,5.0,5.0,Warning Light,2018-04-13,1,199.99,9.0,0
Hyundai,2018,8,grey,Hatchback,10,999.0L,Manual,Petrol,18980.0,5.0,5.0,Alternator Failing,2018-08-02,1,419.6,2.0,1
Ford,2018,7,red,Hatchback,57044,1.2L,Manual,Petrol,3700.0,4.0,3.0,Radiator Leaking,2018-07-19,1,435.08996123215,2.0,1
Kia,2018,4,red,SUV,39655,2.0L,Automatic,Diesel,13999.0,5.0,5.0,Radiator Leaking,2018-04-06,1,319.98,2.0,0
Audi,2018,3,silver,Estate,15519,3.0L,Automatic,Diesel,20965.0,5.0,5.0,Excessive Emissions,2018-03-12,1,38.8685,1.0,0
Nissan,2018,2,white,Hatchback,12737,1.2L,Manual,Petrol,10699.0,5.0,5.0,Tyre Alignment,2018-02-12,1,11.0699,0.5,0
Hyundai,2018,5,white,MPV,35535,2.5L,Automatic,Diesel,14450.0,8.0,5.0,Sensor Malfunction,2018-05-23,1,782.5,3.0,0
Peugeot,2018,8,silver,Estate,66564,1.6L,Manual,Diesel,6970.0,5.0,5.0,Tyre Alignment,2018-08-01,1,10.697,0.5,0
Land Rover,2018,5,silver,Pickup,46000,2.4L,Manual,Diesel,20000.0,5.0,4.0,Flat Tyres,2018-05-08,3,66.0,3.0,0
Peugeot,2018,1,grey,MPV,57792,2.0L,Manual,Diesel,7995.0,5.0,5.0,Alternator Failing,2018-01-25,1,199.9,2.0,0
Porsche,2021,6,black,Coupe,7500,3.0L,Automatic,Petrol,104995.0,4.0,2.0,Flat Tyres,2021-06-17,3,317.461494905101,317.392266302376,1
Land Rover,2018,5,grey,SUV,50,3.0L,Automatic,Diesel,79975.0,7.0,5.0,Alternator Failing,2018-05-22,3,1719.5,6.0,0
Toyota,2018,8,red,Hatchback,10606,1.8L,Automatic,Hybrid  Petrol/Electric,23695.0,5.0,5.0,Windscreen Crack,2018-08-22,1,34.217,1.0,0
Ford,2018,5,black,Hatchback,116000,1.8L,Manual,Diesel,2495.0,5.0,5.0,Alternator Failing,2018-05-07,1,89.9,2.0,0
Hyundai,2018,5,grey,Hatchback,10557,1.0L,Manual,Petrol,6850.0,5.0,5.0,Windscreen Crack,2018-05-27,1,24.11,1.0,0
Renault,2018,3,silver,SUV,22792,1.2L,Manual,Petrol,13195.0,5.0,5.0,Warning Light,2018-03-06,1,311.95,9.0,0
